seller_id,seller_city,seller_state,total_orders,total_transaction_revenue,total_freight_value,total_payment_value,average_order_value,average_review_score,first_order_month,last_order_month,active_months,total_products_sold,processing_time_days,total_subscription_fee,length,recency,frequency,monetary,review,time_process,cluster
01c97ebb5cdac52891c0ed1c37ba0012,catanduva,SP,1.0,119.39,178.5,1193.8600000000001,29.4,4.5,2017-04,2018-07,6,2,0.5171006944444445,275.4,16.0,2.0,1.0,1193.86,4.083333333333333,4.090219907407407,Regular Seller
01cf7e3d21494c41fb86034f2e714fa1,francisco beltrao,PR,5.0,1231.38,2287.73,12313.56,90.59,5.0,2016-10,2018-02,10,3,2.0480266203703703,459.0,17.0,7.0,5.0,12609.88,4.287356321839081,3.0631828703703703,Regular Seller
01ed254b9ff8407dfb9d99ba1e17d923,mogi das cruzes,SP,1.0,153.36,67.72,1533.71,339.0,5.0,2017-08,2017-11,4,1,0.815,183.6,4.0,10.0,1.0,1533.71,5.0,1.067962962962963,Regular Seller
01fd077212124329bac32490e8ef80d9,ribeirao preto / sao paulo,SP,6.0,324.72,588.15,3247.48,38.0,5.0,2018-04,2018-08,5,6,1.0019791666666666,229.5,5.0,1.0,6.0,3247.48,4.3,9.20023148148148,Regular Seller
01fdefa7697d26ad920e9e0346d4bd1b,londrina,PR,7.0,1784.62,2770.25,17845.2,99.9,5.0,2017-04,2018-08,17,2,1.1134085648148146,780.3,17.0,1.0,7.0,17969.79,4.383458646616542,0.505613425925926,Regular Seller
0241d4d5d36f10f80c644447315af0bd,curitiba,PR,21.0,4129.3,7204.18,41292.9,99.9,5.0,2017-10,2018-08,11,2,1.2127256944444444,504.9,11.0,1.0,21.0,42409.36,4.311787072243346,0.957175925925926,Potensial Seller
0249d282d911d23cb8b869ab49c99f53,sao paulo,SP,2.0,57.0,138.88,570.03,31.0,5.0,2017-09,2018-03,4,1,2.550972222222222,183.6,7.0,6.0,2.0,570.03,4.2727272727272725,0.8592824074074074,Regular Seller
024b564ae893ce8e9bfa02c10a401ece,sao paulo,SP,1.0,433.76,212.0,4337.6,77.9,5.0,2016-10,2017-02,2,6,14.565787037037037,91.8,5.0,19.0,1.0,4337.6,4.75,7.011585648148148,Regular Seller
028872bfa080090a9d0abd4f1af168f8,ribeirao das neves,MG,1.0,35.37,47.37,353.61,23.5,5.0,2017-08,2017-08,1,3,4.328159722222222,45.9,1.0,13.0,1.0,353.61,5.0,3.8280324074074072,Regular Seller
02b72cdeb9cfcc429f1af6f4e3f3b737,ibitinga,SP,2.0,74.87,225.99,748.64,129.075,5.0,2018-07,2018-08,2,1,0.6950462962962963,91.8,2.0,1.0,2.0,748.64,4.75,0.3788888888888889,Regular Seller
02c988090b766852e088c69d7fb3b551,americana,SP,1.0,194.97,222.48,1949.55,37.79,5.0,2017-07,2018-08,11,5,0.9747453703703703,504.9,14.0,1.0,1.0,2142.74,4.277777777777778,0.8214583333333333,Regular Seller
02d35243ea2e497335cd0f076b45675d,natal,RN,1.0,840.87,605.95,8408.63,249.0,3.0,2017-04,2018-08,8,2,9.954756944444444,367.2,17.0,1.0,1.0,8408.63,2.6875,3.550659722222222,Regular Seller
02dcd3e8e25bee036e32512bcf175493,contagem,MG,2.0,202.77,281.59,2027.55,95.0,5.0,2018-02,2018-08,6,2,3.4702777777777776,275.4,7.0,1.0,2.0,2027.55,3.933333333333333,2.1812962962962965,Regular Seller
02ecc2a19303f05e59ce133fd923fff7,santo andre,SP,2.0,784.42,493.49,7844.22,238.1,5.0,2017-06,2018-08,10,3,3.122037037037037,459.0,,,,,,,
02f5837340d7eb4f653d676c7256523a,curitiba,PR,3.0,446.47,580.83,4463.88,129.99,5.0,2017-11,2018-08,8,1,2.018755787037037,367.2,,,,,,,
02f623a8eb246f3c5f7c2f96462654e6,botucatu,SP,8.0,667.92,762.19,6678.85,139.5,5.0,2018-04,2018-08,5,1,0.6910590277777777,229.5,,,,,,,
0307f7565ff85b299b6e5ef162b1b1a9,sao jose do rio preto,SP,1.0,496.88,278.91,4968.89,724.0,2.5,2016-10,2017-05,4,1,5.547667824074074,183.6,8.0,16.0,1.0,4968.89,3.125,6.242106481481481,Regular Seller
0336182e1b3e92f029d5354832045fdf,ibitinga,SP,1.0,32.48,17.57,324.78,14.9,2.0,2016-10,2016-10,1,2,8.85212962962963,45.9,1.0,23.0,1.0,324.78,2.0,3.5730555555555554,Regular Seller
034b9387752bfa309f350a70cd45ffa3,blumenau,SC,2.0,24.02,162.49,240.26,12.0,4.0,2018-04,2018-08,4,1,1.1843171296296295,183.6,5.0,1.0,2.0,240.26,4.444444444444445,0.5488078703703704,Regular Seller
038b75b729c8a9a04b0d07cba7eabe86,sao jose dos campos,SP,2.0,55.79,90.85,557.8499999999999,233.5,3.5,2018-04,2018-04,1,1,1.6829166666666666,45.9,1.0,5.0,2.0,557.8499999999999,3.5,16.941400462962964,Regular Seller
039b29ff3b3473435d0cd59040575de9,ribeirao pires,SP,1.0,21.56,100.65,215.55,14.3,5.0,2018-04,2018-08,5,1,3.5835069444444443,229.5,5.0,1.0,1.0,215.55,4.444444444444445,16.941400462962964,Regular Seller
039e6ad9dae79614493083e241147386,sao paulo,SP,1.0,1327.35,348.42,13273.42,2550.0,5.0,2018-04,2018-07,3,1,3.068275462962963,137.7,4.0,2.0,1.0,13273.42,4.0,10.645347222222222,Regular Seller
03a2a6dcbe45d639c4dc2a0d24769c40,maua,SP,2.0,125.08,172.25,1250.66,139.99,5.0,2018-03,2018-08,4,1,1.2748032407407408,183.6,6.0,1.0,2.0,1250.66,4.111111111111111,0.94,Regular Seller
03bd479e1d9484cdb14104d3023f7321,uberlandia,MG,1.0,59.64,57.72,596.41,119.9,5.0,2018-05,2018-07,2,1,5.888958333333333,91.8,3.0,2.0,1.0,596.41,4.333333333333333,0.7705902777777778,Regular Seller
0417b067eeab773d2f7061a726dc477f,sao bento do sul,SC,2.0,250.19,663.73,2501.75,94.78999999999999,5.0,2018-03,2018-08,5,1,1.131689814814815,229.5,6.0,1.0,2.0,2501.75,4.0,0.6499189814814815,Regular Seller
042573af89b6d931f672efaf789d8358,sorocaba,SP,1.0,47.85,77.0,478.57,116.745,5.0,2018-01,2018-02,2,1,1.2423842592592593,91.8,2.0,7.0,1.0,478.57,4.0,0.6499189814814815,Regular Seller
04308b1ee57b6625f47df1d56f00eedf,bombinhas,SC,10.0,6138.94,2927.23,61389.13,529.9,5.0,2017-11,2018-08,9,1,4.048668981481481,413.09999999999997,10.0,1.0,10.0,61940.62,3.945652173913044,0.6499189814814815,Potensial Seller
0432ead42b6c8a0bdf68154add917fdf,maua,SP,5.0,1021.06,1226.54,10210.48,89.9,5.0,2017-04,2018-07,14,2,0.9838483796296296,642.6,16.0,2.0,5.0,10210.48,4.576086956521739,0.2547453703703703,Regular Seller
044668ccd5316b12a7cf0d54a156e3e9,osasco,SP,3.0,27.51,71.9,275.28999999999996,35.33,5.0,2018-08,2018-08,1,2,1.5976736111111112,45.9,1.0,1.0,3.0,275.29,5.0,3.2378125,Regular Seller
04843805947f0fc584fc1969b6e50fe7,ivoti,RS,1.0,294.96,74.76,2949.52,700.0,5.0,2018-08,2018-08,1,2,8.85806712962963,45.9,1.0,1.0,1.0,2949.52,5.0,2.5857407407407407,Regular Seller
048c2757535328e0d7dac690ad3c0aae,franca,SP,2.0,1009.46,1272.3,10094.06,199.7,5.0,2017-03,2018-08,17,1,2.3039583333333336,780.3,18.0,1.0,2.0,10094.06,4.2745098039215685,9.92349537037037,Regular Seller
04aa0a1c5ce6b222003403a3e11c3cc0,cosmopolis,SP,1.0,1447.73,821.51,14477.19,329.0,4.0,2017-03,2018-01,7,4,3.3684143518518517,321.3,11.0,8.0,1.0,14477.19,3.5294117647058822,9.92349537037037,Regular Seller
04aba03279157f6d4e0fe8ccaf21963c,santo antonio de padua,RJ,1.0,273.53,319.23,2735.23,130.0,5.0,2017-05,2018-08,10,1,2.345636574074074,459.0,16.0,1.0,1.0,2735.23,4.533333333333333,0.3253356481481481,Regular Seller
04e38a233f726ef161074ab1c9b0399a,sao paulo,SP,2.0,200.46,368.25,2004.73,32.9,4.0,2017-09,2018-05,7,4,4.68662037037037,321.3,9.0,4.0,2.0,2004.73,4.2,4.102430555555555,Regular Seller
04ee0ec01589969663ba5967c0e0bdc0,lajeado,RS,1.0,31.43,24.83,314.32,289.49,5.0,2018-08,2018-08,1,1,0.15709490740740742,45.9,1.0,1.0,1.0,314.32,5.0,1.9355092592592595,Regular Seller
04fdea0c111866e6cf812f1570d6b5bd,sao paulo,SP,1.0,103.83,173.35,1038.35,95.0,3.5,2017-10,2018-02,5,1,4.796631944444444,229.5,5.0,7.0,1.0,1038.35,3.5,2.148726851851852,Regular Seller
0509040ea3fe50071181bbc359eb7738,belo horizonte,MG,5.0,590.52,1452.79,5904.8,28.99,5.0,2017-05,2018-08,15,3,1.2488078703703704,688.5,16.0,1.0,5.0,5904.8,4.484848484848484,0.5911226851851852,Regular Seller
052577151711aec5c744fe12e66db3e1,rodeio,SC,1.0,72.96,42.65,729.65,687.0,5.0,2017-10,2017-10,1,1,6.088206018518519,45.9,1.0,11.0,1.0,729.65,5.0,0.5671064814814815,Regular Seller
054694fa03fe82cec4b7551487331d74,itajobi,SP,2.0,983.08,660.24,9830.95,439.0,4.0,2017-01,2018-04,10,2,4.699537037037037,459.0,16.0,5.0,2.0,9830.95,3.2857142857142856,-0.931585648148148,Regular Seller
056b4ada5bbc2c50cc7842547dda6b51,queimados,RJ,6.0,1308.29,1212.42,13082.960000000001,144.99,5.0,2017-12,2018-08,9,2,1.7930208333333333,413.09999999999997,9.0,1.0,7.0,13685.08,4.15625,2.2421527777777777,Regular Seller
0570350b23eda5444f8d1d9544932058,sao paulo,SP,3.0,216.97,124.86,2169.96,55.7,5.0,2018-04,2018-05,2,5,1.8565625,91.8,2.0,4.0,3.0,2169.96,5.0,1.057835648148148,Regular Seller
05730013efda596306417c3b09302475,criciuma,SC,2.0,116.85,216.67,1168.67,238.0,5.0,2018-07,2018-08,2,1,2.3280324074074072,91.8,2.0,1.0,2.0,1168.67,5.0,0.650162037037037,Regular Seller
058cb5aeb36d7c0fcae20fc85d5e0a59,rio de janeiro,RJ,1.0,210.24,747.82,2102.4,92.0,4.0,2017-09,2018-08,6,2,1.3492592592592594,275.4,12.0,1.0,1.0,2102.4,3.583333333333333,1.162511574074074,Regular Seller
058fd0aa2bfdb2274e05e1ae971dabb6,santo andre,SP,5.0,918.17,894.6,9182.0,119.8,5.0,2017-08,2018-06,11,2,1.2688483796296297,504.9,11.0,3.0,5.0,9328.84,4.338461538461538,2.170729166666667,Regular Seller
05a48cc8859962767935ab9087417fbb,sao paulo,SP,1.0,5.94,16.49,59.39,42.9,5.0,2018-08,2018-08,1,1,5.7977083333333335,45.9,1.0,1.0,1.0,59.39,5.0,1.0164351851851852,Regular Seller
05a940b4ecae36cadfd8e93bd9c43257,goiania,GO,1.0,86.4,169.0,864.0999999999999,43.9,5.0,2017-07,2018-02,6,1,2.248148148148148,275.4,8.0,7.0,1.0,864.0999999999999,4.222222222222222,0.6281944444444445,Regular Seller
05aebce0b5c8f0d41b29b686f2d05fd3,sao paulo,SP,1.0,12.09,45.89,120.88,37.495000000000005,5.0,2018-03,2018-08,2,1,1.4832118055555557,91.8,6.0,1.0,1.0,120.88,5.0,6.981180555555556,Regular Seller
05ca864204d09595ae591b93ea9cf93d,barueri,SP,1.0,18.84,8.52,188.42,179.9,5.0,2018-08,2018-08,1,1,3.3971064814814813,45.9,1.0,1.0,1.0,188.42,5.0,1.5758564814814815,Regular Seller
05d2173d43ea568aa0540eba70d2ca76,alfenas,MG,5.0,802.8,1661.75,8027.76,58.0,5.0,2017-09,2018-08,11,2,1.3698958333333333,504.9,12.0,1.0,5.0,8027.76,4.015384615384615,7.432789351851852,Regular Seller
05e107217c7266362fd44b75b2cd4cc4,sao paulo - sp,SP,2.0,40.55,82.00999999999999,405.31,14.9,4.0,2018-06,2018-08,2,2,1.8178587962962962,91.8,3.0,1.0,2.0,405.31,4.125,-4.318043981481481,Regular Seller
05f51e13da97139648b8125c31e5f51b,belo horizonte,MG,8.0,1717.05,1888.65,17169.98,150.99,5.0,2017-07,2018-03,7,2,2.8289583333333335,321.3,9.0,6.0,8.0,17169.98,4.25,0.2567476851851852,Regular Seller
05feb94f19d094d4b0f9281f0b1d4c99,mogi das cruzes,SP,1.0,1005.0,764.08,10050.04,1663.0,5.0,2017-08,2018-02,6,1,1.0990625,275.4,7.0,7.0,1.0,10050.04,4.571428571428571,1.0834375,Regular Seller
05ff92fedb5be47920fea08e501238b9,santo angelo,RS,2.0,2493.23,1765.45,24932.14,420.0,5.0,2016-10,2018-08,19,2,1.1790856481481482,872.1,23.0,1.0,3.0,25372.33,4.241935483870968,1.3983449074074077,Regular Seller
062c325cd6a2b87845fab56b4ec2eeae,sao paulo,SP,1.0,15.709999999999999,23.86,157.07999999999998,66.61,5.0,2018-05,2018-08,2,1,1.6719212962962962,91.8,4.0,1.0,1.0,157.07999999999998,5.0,0.9980092592592592,Regular Seller
062ce95fa2ad4dfaedfc79260130565f,lajeado,RS,6.0,1067.23,1210.39,10672.15,79.9,5.0,2017-01,2017-09,9,3,4.500949074074074,413.09999999999997,9.0,12.0,6.0,10672.15,4.049180327868853,1.0336342592592591,Regular Seller
06532f10282704ef4c69168b914b77be,paincandu,PR,1.0,1117.66,632.8,11176.65,1415.0,5.0,2017-03,2017-08,6,2,2.1974768518518517,275.4,6.0,13.0,1.0,11176.65,4.625,0.5527777777777778,Regular Seller
06579cb253ecd5a3a12a9e6eb6bf8f47,sao paulo - sp,SP,5.0,829.55,1432.3,8295.63,68.9,5.0,2017-08,2018-08,12,4,1.555636574074074,550.8,13.0,1.0,5.0,8295.63,3.8028169014084505,1.3832523148148148,Regular Seller
066a6914e1ebf3ea95a216c73a986b91,foz do iguacu,PR,3.0,1183.95,1670.74,11839.11,78.0,4.0,2016-10,2018-08,19,3,2.1869444444444444,872.1,23.0,1.0,3.0,11839.11,3.9863013698630136,1.825798611111111,Regular Seller
0691148aee60ca47977c187804f935ae,londrina,PR,4.0,1106.6,1573.86,11066.1,72.23,5.0,2017-11,2018-08,10,2,1.2566550925925926,459.0,10.0,1.0,4.0,11116.55,4.035714285714286,1.825798611111111,Regular Seller
0692610d8abe24f287e9fae90ea0bbee,sao paulo,SP,1.0,20.57,31.73,205.72,39.245000000000005,4.0,2018-06,2018-08,3,1,5.295630787037037,137.7,3.0,1.0,1.0,205.72,4.0,0.8153703703703704,Regular Seller
06a2c3af7b3aee5d69171b0e14f0ee87,sao luis,MA,45.0,4726.53,11402.44,47266.01,66.99,5.0,2018-01,2018-08,8,2,2.3506076388888886,367.2,8.0,1.0,48.0,49715.76,4.007518796992481,0.9748611111111112,High-Value Seller
06bb3a2fe5e7b7a845b13e8fb91bd944,belo horizonte,MG,1.0,192.33,329.22,1923.33,78.25,5.0,2017-09,2018-06,9,2,0.855630787037037,413.09999999999997,,,,,,,
06df0c10d34e459d9672bc77388742eb,maringa,PR,4.0,1212.28,525.77,12122.79,299.0,5.0,2018-03,2018-08,6,2,0.9039930555555555,275.4,,,,,,,
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,5.0,2494.87,2173.28,24948.33,181.01,4.0,2017-05,2018-08,15,2,1.0073032407407407,688.5,16.0,1.0,5.0,24948.33,3.926315789473685,0.360787037037037,Regular Seller
07017df32dc5f2f1d2801e579548d620,joao pessoa,PB,2.0,131.39,181.75,1313.98,67.9,5.0,2017-03,2018-07,3,2,1.013576388888889,137.7,17.0,2.0,2.0,1313.98,4.111111111111111,0.360787037037037,Regular Seller
070d165398b553f3b4b851c216b8a358,sao paulo,SP,2.0,632.9,1190.82,6328.92,84.94500000000001,5.0,2017-08,2018-08,12,3,3.8719328703703706,550.8,13.0,1.0,2.0,6328.92,3.75,20.84762731481481,Regular Seller
0725b8c0f3f906e58f70cbe76b7c748c,guarulhos,SP,2.0,947.24,776.33,9472.36,43.99,5.0,2017-01,2018-08,7,7,3.285480324074074,321.3,20.0,1.0,2.0,9472.36,3.575,12.339027777777778,Regular Seller
0743a0239d764b9a0f959a57d07e36ab,sao paulo,SP,2.0,40.32,81.7,403.22,89.99,5.0,2018-07,2018-08,2,1,1.8012152777777777,91.8,,,,,,,
0747d5bb69f0586cc869d8af4c50f93e,saquarema,RJ,2.0,58.22,181.44,582.08,23.9,5.0,2016-10,2017-06,6,2,3.458009259259259,275.4,9.0,15.0,2.0,582.08,3.8461538461538463,5.429525462962963,Regular Seller
0761743cbffb25d7148189e9f1a5f03a,ribeirao preto,SP,1.0,126.78,86.2,1267.6000000000001,35.16,4.0,2017-12,2018-02,3,5,3.7896180555555556,137.7,3.0,7.0,1.0,1267.6,4.285714285714286,2.894710648148148,Regular Seller
077c5fae4bea9500e3737b16f71b9d3a,sorocaba,SP,1.0,42.17,70.44,421.62,19.2,5.0,2017-09,2018-06,4,3,4.969861111111111,183.6,10.0,3.0,1.0,421.62,4.666666666666667,0.8627430555555555,Regular Seller
0791d9fc1e30678ecf03d3e55fa108d3,belo horizonte,MG,1.0,394.33,186.99,3943.31,78.0,1.0,2018-05,2018-07,3,6,1.6027777777777779,137.7,3.0,2.0,1.0,3943.31,2.727272727272727,0.8627430555555555,Regular Seller
079d295dcbf06ee8bb1b65ba964eb2b6,sao paulo,SP,1.0,214.31,190.79,2142.99,34.0,5.0,2018-06,2018-08,3,6,0.24149305555555556,137.7,,,,,,,
07a9bc7f61396b658ddf3ac534efe44c,sao paulo,SP,1.0,27.1,31.18,270.98,119.9,3.5,2017-06,2017-06,1,1,1.1167013888888888,45.9,1.0,15.0,1.0,270.98,3.5,1.693414351851852,Regular Seller
07bf9669d84d1f11be443a9dd938f698,sao paulo,SP,2.0,380.79,646.22,3807.7599999999998,72.0,4.0,2017-03,2018-06,9,2,1.085005787037037,413.09999999999997,16.0,3.0,2.0,3807.76,3.25,1.1955439814814814,Regular Seller
07d75e33f2750d97d467fb57e4dfdd8a,sao paulo,SP,1.0,75.96,37.19,759.59,361.2,2.5,2018-03,2018-05,2,1,4.983449074074074,91.8,3.0,4.0,1.0,759.59,2.5,1.1955439814814814,Regular Seller
07de60b03d150fb3ea09eab5da5e4c8b,ibitinga,SP,2.0,93.78,207.79,937.75,71.9,5.0,2018-02,2018-08,4,2,0.6962615740740741,183.6,7.0,1.0,2.0,937.75,4.363636363636363,3.440868055555556,Regular Seller
07e8e8fc5222bb358e6f259da3197074,sao paulo,SP,1.0,7.49,23.06,74.86,25.9,4.0,2018-02,2018-08,2,1,4.0343634259259264,91.8,7.0,1.0,1.0,74.86,4.0,0.9207175925925926,Regular Seller
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,9.0,815.44,2128.87,8154.0,42.79,5.0,2017-07,2018-08,13,3,0.8637094907407408,596.6999999999999,14.0,1.0,9.0,8368.74,4.538461538461538,5.589050925925926,Potensial Seller
080199a181c46c657dc5aa235411be3b,osasco,SP,6.0,1650.19,996.23,16503.02,179.49,5.0,2017-09,2018-08,11,2,1.6504398148148147,504.9,,,,,,,
08061dc0fc165ed41288cc7acde738ee,osasco,SP,1.0,18.22,67.14,182.22,29.0,5.0,2017-03,2017-11,4,1,5.529120370370371,183.6,9.0,10.0,1.0,182.22,4.6,4.658009259259259,Regular Seller
08084d990eb3f53af056ccbc1730c8a7,sao paulo,SP,2.0,75.42999999999999,221.79,754.38,29.1,5.0,2018-02,2018-08,5,2,2.48375,229.5,7.0,1.0,2.0,754.38,4.454545454545454,0.736724537037037,Regular Seller
081acf3de680d554796c9cf041be7bc2,vespasiano,MG,1.0,307.5,205.5,3075.25,29.6,5.0,2017-11,2018-05,4,5,3.9090277777777778,183.6,7.0,4.0,1.0,3075.25,4.125,18.690844907407406,Regular Seller
082e0bf4cb865a6533b1e8e498cc0255,botucatu,SP,1.0,920.48,991.03,9205.03,79.9,3.0,2017-10,2018-08,7,5,0.5540856481481482,321.3,11.0,1.0,1.0,9205.03,3.3043478260869565,3.534201388888889,Regular Seller
085f6f7e049c996695fb2074fe38d45e,taubate,SP,1.0,54.97,143.35,549.62,18.8,4.0,2018-02,2018-05,4,2,2.937962962962963,183.6,4.0,4.0,1.0,549.62,3.7777777777777777,2.928032407407408,Regular Seller
08633c14ef2db992c11f840f04fad4cd,ribeirao pires,SP,7.0,1475.74,1369.08,14757.53,107.7,5.0,2017-12,2018-08,9,5,0.802974537037037,413.09999999999997,9.0,1.0,8.0,15190.23,4.237113402061856,0.5073958333333334,Regular Seller
0873d9f8f36123f8d910f4760e788cfb,barueri,SP,1.0,756.49,161.06,7564.81,1197.775,3.5,2018-05,2018-08,4,2,5.893541666666667,183.6,4.0,1.0,1.0,7564.81,3.1666666666666665,0.5073958333333334,Regular Seller
0885aaf116795758dfeb5f1032487bcd,ferraz de vasconcelos,SP,3.0,358.17,461.14000000000004,3581.64,94.9,5.0,2017-12,2018-08,8,3,0.7554861111111111,367.2,9.0,1.0,3.0,4154.57,4.266666666666667,0.9332291666666668,Regular Seller
0887a9f087bcd5d9f6642b52f897fc6c,cananeia,SP,1.0,186.23,220.35,1862.35,104.5,5.0,2017-02,2017-08,7,1,0.796869212962963,321.3,7.0,13.0,1.0,1862.35,4.416666666666667,2.0098842592592594,Regular Seller
08ad4ac1388e4420ca531c3edfc46198,itapevi,SP,1.0,25.94,52.49,259.38,32.76,3.0,2018-06,2018-08,3,1,1.5991203703703705,137.7,3.0,1.0,2.0,436.46,2.7142857142857144,2.9630324074074075,Regular Seller
08cdbae123ff67ca4e36d9d641ce0119,uba,MG,2.0,837.81,1096.47,8378.119999999999,460.0,1.5,2018-02,2018-07,2,3,9.830821759259258,91.8,6.0,2.0,2.0,8378.119999999999,2.5,2.790115740740741,Regular Seller
08d0949a9a17c027262db1f3c450c26c,cascavel,PR,1.0,86.25999999999999,254.75,862.85,29.9,4.0,2017-08,2018-08,7,2,3.1122916666666667,321.3,13.0,1.0,1.0,862.85,3.5384615384615383,6.052685185185185,Regular Seller
08d1c9478fb0d7d7fcac9c0da4e82fc7,belo horizonte,MG,1.0,60.56,67.57,605.57,538.0,5.0,2018-06,2018-06,1,1,5.774502314814815,45.9,1.0,3.0,1.0,605.57,5.0,3.433055555555556,Regular Seller
08d2d642cf72b622b14dde1d2f5eb2f5,marilia,SP,2.0,153.89,306.15999999999997,1538.86,17.9,5.0,2017-02,2017-12,8,4,2.795659722222222,367.2,11.0,9.0,2.0,1538.86,4.45,1.6046064814814816,Regular Seller
08f5819815f3d06545011850bd70f0a8,santos,SP,1.0,52.29,70.83,522.83,152.0,5.0,2018-06,2018-08,2,1,1.5762847222222223,91.8,3.0,1.0,1.0,522.83,4.666666666666667,6.163645833333334,Regular Seller
