seller_id,length,recency,frequency,monetary,review,time_process,cluster
0791d9fc1e30678ecf03d3e55fa108d3,3,2,1.0,3943.31,1.0,1.602777777777778,Regular Seller
079d295dcbf06ee8bb1b65ba964eb2b6,3,1,1.0,2142.99,5.0,0.2414930555555555,Regular Seller
07a9bc7f61396b658ddf3ac534efe44c,1,15,1.0,270.98,3.5,1.1167013888888888,Regular Seller
07bf9669d84d1f11be443a9dd938f698,16,3,2.0,3807.76,4.0,1.085005787037037,Regular Seller
07d75e33f2750d97d467fb57e4dfdd8a,3,4,1.0,759.59,2.5,4.983449074074074,Regular Seller
07de60b03d150fb3ea09eab5da5e4c8b,7,1,2.0,937.75,5.0,0.6962615740740741,Regular Seller
07e8e8fc5222bb358e6f259da3197074,7,1,1.0,74.86,4.0,4.0343634259259264,Regular Seller
080102cd0a76b09e0dcf55fcacc60e05,14,1,9.0,8154.0,5.0,0.8637094907407408,Potensial Seller
080199a181c46c657dc5aa235411be3b,12,1,6.0,16503.02,5.0,1.6504398148148147,Regular Seller
08061dc0fc165ed41288cc7acde738ee,9,10,1.0,182.22,5.0,5.529120370370371,Regular Seller
08084d990eb3f53af056ccbc1730c8a7,7,1,2.0,754.38,5.0,2.48375,Regular Seller
081acf3de680d554796c9cf041be7bc2,7,4,1.0,3075.25,5.0,3.9090277777777778,Regular Seller
082e0bf4cb865a6533b1e8e498cc0255,11,1,1.0,9205.03,3.0,0.5540856481481482,Regular Seller
085f6f7e049c996695fb2074fe38d45e,4,4,1.0,549.62,4.0,2.937962962962963,Regular Seller
08633c14ef2db992c11f840f04fad4cd,9,1,7.0,14757.53,5.0,0.802974537037037,Regular Seller
0873d9f8f36123f8d910f4760e788cfb,4,1,1.0,7564.81,3.5,5.893541666666667,Regular Seller
0885aaf116795758dfeb5f1032487bcd,9,1,3.0,3581.64,5.0,0.7554861111111111,Regular Seller
0887a9f087bcd5d9f6642b52f897fc6c,7,13,1.0,1862.35,5.0,0.796869212962963,Regular Seller
08ad4ac1388e4420ca531c3edfc46198,3,1,1.0,259.38,3.0,1.5991203703703705,Regular Seller
08cdbae123ff67ca4e36d9d641ce0119,6,2,2.0,8378.119999999999,1.5,9.830821759259258,Dormant Seller
08d0949a9a17c027262db1f3c450c26c,13,1,1.0,862.85,4.0,3.1122916666666667,Regular Seller
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,3,1.0,605.57,5.0,5.774502314814815,Regular Seller
08d2d642cf72b622b14dde1d2f5eb2f5,11,9,2.0,1538.86,5.0,2.795659722222222,Regular Seller
08f5819815f3d06545011850bd70f0a8,3,1,1.0,522.83,5.0,1.5762847222222225,Regular Seller
091065b789659bc3cd9af9cb3a6253ff,4,8,1.0,1444.37,3.5,0.9467534722222222,Regular Seller
0936e1837d0c79253456bbb2ffaaef10,1,17,1.0,140.04,5.0,4.886597222222222,Regular Seller
093805f8f2aeb63881444571e1f48f30,6,8,3.0,2523.7200000000003,5.0,1.056585648148148,Regular Seller
094ced053e257ae8cae57205592d6712,4,2,4.0,2039.32,5.0,0.8078935185185185,Regular Seller
0951a6e282947e09cd47969f4ed0b47f,2,1,3.0,580.32,5.0,0.5657638888888888,Regular Seller
09883d9ab71c8fe8a9bfc7fc3075b07e,8,10,1.0,330.09,4.5,1.6986631944444444,Regular Seller
099095b050cfe8eb1ddff5317587e96e,9,1,2.0,6323.81,3.0,2.204328703703704,Regular Seller
09bad886111255c5b5030314fc7f1a4a,1,1,5.0,560.36,5.0,2.456122685185185,Regular Seller
09f952a5f58d2285b0372551ae8f9b01,12,1,4.0,16089.97,4.0,1.5589930555555556,Regular Seller
0a198e95d32b1be2da9424c962a6ebfa,1,3,1.0,86.67,5.0,12.068622685185185,Dormant Seller
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,6,1.0,484.8,5.0,3.756707175925926,Regular Seller
0a85ebe4e328db81ac9109781205e2f7,4,1,4.0,926.42,5.0,0.6833912037037038,Regular Seller
0aa2205ca24f113f4658a5c536667426,5,1,1.0,2892.9,1.0,0.7303240740740741,Regular Seller
0ac4201fda2c68ebc0e47cb9423cf3c9,13,3,1.0,2021.31,5.0,1.3138773148148148,Regular Seller
0ad80de75c811326389cfb1daba7d45e,3,8,1.0,1167.19,5.0,0.6550578703703703,Regular Seller
0adac9fbd9a2b63cccaac4f8756c1ca8,20,1,5.0,30956.8,4.5,4.206805555555556,Regular Seller
0ade5cc4a305ed7093a23f68ca47519c,3,8,1.0,201.27,5.0,1.3139699074074074,Regular Seller
0aea4c6ae1505b3228ddf3dd7822ee5b,7,5,1.0,1579.66,5.0,1.1705787037037036,Regular Seller
0af2ab31141893d26aca5a404a537dab,1,1,1.0,74.51,5.0,0.5304050925925926,Regular Seller
0af977692321d895349eded183341d28,5,1,1.0,277.22,4.5,1.342170138888889,Regular Seller
0afccdb8a34ee5c79f7c06faf2b4d56e,13,5,2.0,1500.4,4.0,1.9533101851851853,Regular Seller
0b09101900100c0e9d312861fad5a1b9,1,20,1.0,206.65,4.0,23.459282407407407,Dormant Seller
0b0ddbc7b9d9584f442c7ac92b0ff6c9,4,3,1.0,1550.64,5.0,3.1835532407407405,Regular Seller
0b18d63d0cd1d723567903fd34a07df2,15,3,1.0,2815.87,5.0,1.6399537037037035,Regular Seller
0b1ca3ef18a63d7eb0c8897fa0849c08,1,5,1.0,62.87,5.0,3.917048611111111,Regular Seller
0b35c634521043bf4b47e21547b99ab5,9,1,5.0,33331.47,4.0,1.435619212962963,Regular Seller
0b36063d5818f81ccb94b54adfaebbf5,1,20,1.0,11745.0,5.0,1.6669560185185186,Regular Seller
0b3f27369a4d8df98f7eb91077e438ac,1,10,2.0,171.39,4.0,1.1539351851851851,Regular Seller
0b46f784306be7200ca1700aa55d819f,1,18,1.0,30.86,5.0,1.0639583333333331,Regular Seller
0b64bcdb0784abc139af04077d49a20e,4,2,1.0,205.81,5.0,2.6698206018518515,Regular Seller
0b90b6df587eb83608a64ea8b390cf07,11,1,14.0,50343.43,5.0,1.765792824074074,Potensial Seller
0bae85eb84b9fb3bd773911e89288d54,16,1,8.0,11946.21,5.0,0.9247453703703704,Regular Seller
0bb27263628258b8111a0262769fa9db,1,17,1.0,33.16,5.0,40.62107638888889,Dormant Seller
0bb738e4d789e63e2267697c42d35a2d,16,4,2.0,2632.02,5.0,1.9827546296296297,Regular Seller
0be8ff43f22e456b4e0371b2245e4d01,16,1,9.0,16679.81,5.0,1.71078125,Potensial Seller
0bebbb2cea103a4a020c95d43fd7d754,3,1,3.0,974.85,5.0,0.8678530092592593,Regular Seller
0bf0150d5b9d60d9cd2906003332f085,18,2,2.0,12779.54,5.0,4.187141203703704,Regular Seller
0bfd0b434243adc5c2e1aa6baf19c6aa,5,7,1.0,497.14,4.0,1.224363425925926,Regular Seller
0c7533c71df861ec58ad7ff999ed0e8d,13,2,5.0,5958.03,5.0,2.326140046296296,Regular Seller
0c7f30ae9b147eca07affbef92832a6a,2,17,2.0,567.11,5.0,1.8585416666666668,Regular Seller
0c8380b62e38e8a1e6adbeba7eb9688c,23,1,9.0,31293.61,5.0,2.527210648148148,Potensial Seller
0cab2da43793a6f3c5ed8514c5f54627,2,3,1.0,223.36,5.0,0.4263599537037037,Regular Seller
0cbcee27c791afa0cdcb08587a2013a8,17,2,2.0,6410.56,5.0,1.2296412037037037,Regular Seller
0d33a55da925bbf1ff02af5f6059fc7f,10,1,2.0,1121.15,5.0,1.2657407407407408,Regular Seller
0d4c8269e7f0401201794deef160edd6,2,10,1.0,1343.78,5.0,2.038084490740741,Regular Seller
0d83f8e03188682112cc0d93523705cc,3,8,1.0,2288.81,2.5,4.231886574074075,Regular Seller
0d85bbda9889ce1f7e63778d24f346eb,13,6,4.0,5783.86,5.0,2.2448900462962964,Regular Seller
0daf5180aa44356f60f8effa533b55a2,2,1,1.0,183.63,5.0,0.5175173611111111,Regular Seller
0db783cfcd3b73998abc6e10e59a102f,19,5,7.0,12121.88,5.0,1.9023032407407408,Regular Seller
0dd184061fb0eaa7ca37932c68ab91c5,9,1,17.0,34756.26,4.0,2.3153587962962963,Potensial Seller
0ddefe3c7a032b91f4e25b9c3a08fca1,5,1,1.0,630.56,5.0,2.356290509259259,Regular Seller
0df3984f9dfb3d49ac6366acbd3bbb85,16,3,5.0,11991.66,5.0,2.085590277777777,Regular Seller
0dfbed20065e425d2eaefb101f9816c0,2,3,1.0,133.6,2.0,3.578472222222222,Regular Seller
0e44d110fa6a54e121cb2c095a77762f,11,3,1.0,293.38,5.0,3.728587962962963,Regular Seller
0e72c1a751b496722a6cb1f10653b62a,3,2,1.0,192.1,5.0,0.910324074074074,Regular Seller
0e982cff76cc0579f632cea8a0e38c9d,8,5,1.0,1399.96,5.0,2.789918981481481,Regular Seller
0ea22c1cfbdc755f86b9b54b39c16043,23,1,11.0,20079.16,5.0,1.0697685185185186,Potensial Seller
0eaa7e33d73809f1f925f7d07c506cbd,17,1,1.0,1693.42,5.0,0.8308506944444445,Regular Seller
0ebd97a106433a45a4aebe57c1799778,15,2,2.0,4037.93,5.0,1.4419212962962964,Regular Seller
0ec28cec4046a4a199b6de9b4c891d97,2,4,1.0,469.72,5.0,2.68322337962963,Regular Seller
0ed6ce5d87fd9c69eaacaeb778d67235,11,1,3.0,2663.27,5.0,2.9685300925925926,Regular Seller
0ee4fb99ac55ffbbc98795aa01b7f8fa,1,16,1.0,70.93,5.0,3.048761574074074,Regular Seller
0ef83d7d83ed97cd2a0049ac8be5f88a,10,1,4.0,6836.86,5.0,1.2801157407407406,Regular Seller
0f0c984a4a955310903b6b6008660bad,2,4,2.0,481.38,4.5,1.3538831018518518,Regular Seller
0f519b0d2e5eb2227c93dd25038bfc01,1,20,1.0,102.9,5.0,2.913032407407407,Regular Seller
0f7eea709efdf942b5f95c7516dbacd7,2,4,1.0,240.06,4.0,1.6612152777777778,Regular Seller
0f80a40c312b2472dca482cf50f5186f,1,1,1.0,150.0,3.0,0.1115277777777777,Regular Seller
0f94588695d71662beec8d883ffacf09,1,18,1.0,27.59,5.0,0.0470023148148148,Regular Seller
0fe2d9733ed841eb064503920015a8c0,3,2,1.0,420.17,4.5,0.7359953703703703,Regular Seller
0ff83046c3fa22efee8ecf291888b191,13,5,1.0,1190.2,5.0,3.838842592592592,Regular Seller
0ffa40d54288e4f3499b8780dd0f144f,5,4,6.0,3054.06,5.0,1.5700694444444443,Regular Seller
10076e5788b8ee532724bcd460baf762,15,2,2.0,1507.5,5.0,1.061875,Regular Seller
10089e9f2fd0c668a8fd4e52e1698888,9,10,1.0,1199.31,4.0,2.1409375,Regular Seller
101a3a003516bc11253298b2fad3cb65,2,2,2.0,621.5799999999999,5.0,0.7019560185185185,Regular Seller
1025f0e2d44d7041d6cf58b6550e0bfa,14,1,63.0,301990.6,5.0,3.145983796296296,High-Value Seller
10264f60a8f0a4d2f30810f5c661c673,3,1,1.0,326.46000000000004,5.0,0.7079629629629629,Regular Seller
1099a00e0ee3a50935e6c2447ca090c5,3,8,1.0,910.83,4.0,5.083298611111111,Regular Seller
10cdd491d1dbea8fb4ead97b19c334ce,2,2,1.0,287.76,5.0,1.7164583333333334,Regular Seller
10ff823eda2b032e2c93d17a7d294736,11,5,1.0,1292.86,5.0,2.156047453703704,Regular Seller
112453736dbe3889cfb74e1aaa0ba0c1,3,1,2.0,4941.45,5.0,4.931400462962963,Regular Seller
1127b7f2594683f2510f1c2c834a486b,19,1,5.0,13789.81,5.0,1.6572916666666666,Regular Seller
11305281b50fff20ae8bb473f8e11876,23,1,2.0,10330.19,5.0,1.185306712962963,Regular Seller
113e3a788b935f48aad63e1c41dac1bd,14,1,3.0,2230.13,5.0,1.8104050925925923,Regular Seller
116ccb1a1604bc88e4d234a8c23f33de,10,1,5.0,3749.52,5.0,1.0116319444444444,Regular Seller
11742f81550ac064cc9a40f67151d9ad,1,1,2.0,831.01,5.0,3.1003587962962964,Regular Seller
117cfc326c6d50da67ca858ff5c0c852,1,4,5.0,491.62,4.0,1.5354166666666669,Regular Seller
11938fcc75f6902fea1d0a6f72b54a57,5,4,1.0,737.1400000000001,3.0,1.3327025462962965,Regular Seller
119c7f1a00ef43fad0e57604e76a747c,5,7,1.0,206.82,4.5,1.3297743055555555,Regular Seller
119d1aef1b4144adba89163f6cd9f5d4,7,10,1.0,1298.24,5.0,2.3274479166666664,Regular Seller
11bfa66332777660bd0640ee84d47006,12,1,6.0,9853.64,5.0,1.593576388888889,Regular Seller
11d4c477d09821164bca4f70a2eae031,2,13,1.0,182.2,5.0,0.9556423611111112,Regular Seller
11eac105f3f90a9b87b19c89d91e24f3,3,14,1.0,927.83,4.0,2.1619907407407406,Regular Seller
11fb6f6d341adbe19e81733701704635,1,1,3.0,1596.66,5.0,0.8296643518518518,Regular Seller
120476eb7a04c149d14772edaf5d9bf2,2,1,2.0,4374.89,3.5,0.2800462962962963,Regular Seller
1284de4ae8aa26997e748c851557cf0e,6,11,1.0,1546.84,2.0,0.762175925925926,Regular Seller
128639473a139ac0f3e5f5ade55873a5,16,1,32.0,23952.91,5.0,1.9927604166666664,Potensial Seller
128f9bfbe4c7d5185033914b1de3d39a,10,3,1.0,1719.64,5.0,2.8835300925925926,Regular Seller
12a8eb0f8d1cd3270695bf2a99f55966,3,9,1.0,436.67,3.5,8.93316550925926,Regular Seller
12b9676b00f60f3b700e83af21824c0e,18,1,7.0,29884.92,5.0,4.220763888888889,Regular Seller
12c2ed9cded6138cf0c75f525f565fc7,10,1,1.0,459.2,4.5,2.088096064814815,Regular Seller
13074f016982ff2bd6c58ced8682f000,9,2,1.0,3009.9,4.0,2.023362268518518,Regular Seller
131fcb0a0c9a47bba4474aacff0f14b7,3,1,2.0,406.41,4.0,1.7244849537037037,Regular Seller
1336efc61c316ddf92c899eb817f7cae,20,1,3.0,8538.55,5.0,2.683663194444444,Regular Seller
134285d1f41da5c13a756ee8142c8a4e,3,1,1.0,2694.27,1.0,1.0816435185185185,Regular Seller
134a288e7de827ec5ec62e3ec9c3a295,5,12,2.0,1004.0,5.0,0.5342592592592592,Regular Seller
134b867a0f7f8bbe6abf10f91874891e,1,5,1.0,922.84,4.0,3.488668981481481,Regular Seller
13511db12ac61e2f89c53b72a944a60b,5,1,1.0,1063.97,4.5,2.956678240740741,Regular Seller
1352e06ae67b410cdae0b2a22361167b,1,17,2.0,214.1,3.0,17.90325810185185,Dormant Seller
1354d51653f645349064725ed204e85e,15,1,1.0,3294.7,4.0,2.6473726851851853,Regular Seller
138dbe45fc62f1e244378131a6801526,4,1,11.0,2494.96,5.0,1.3210763888888888,Potensial Seller
139157dd4daa45c25b0807ffff348363,1,13,1.0,37.68,4.0,0.3522685185185185,Regular Seller
13c2ed7698b3ca92dad49e849219da59,8,1,1.0,766.85,5.0,1.1517708333333334,Regular Seller
13d058e4eeac2ce8217660b2f8a05812,15,2,2.0,4647.37,5.0,1.9617708333333328,Regular Seller
13d95f0f6f73943d4ceffad0fc2cd32c,1,6,1.0,309.32,3.0,2.085162037037037,Regular Seller
13dd308f81fea30cc670c656b2b46cc3,2,1,1.0,151.14,5.0,1.2525347222222225,Regular Seller
13e85aac53340018b40c2af68001b7e0,1,23,1.0,31.92,5.0,10.122430555555557,Dormant Seller
13f57c12a00ed4610db646b913a7f5c6,9,4,1.0,1758.95,5.0,0.9616898148148147,Regular Seller
13fa2a6c6b9d0f43cb588d7c82117a12,4,12,3.0,5666.28,4.5,3.608894675925926,Regular Seller
141440cad9341e553f8401c574a2aa38,4,1,3.0,1755.61,5.0,1.0796875,Regular Seller
1430239a858e7682bbc43b20758af153,13,1,2.0,1405.72,5.0,1.0295775462962964,Regular Seller
1444c08e64d55fb3c25f0f09c07ffcf2,1,5,1.0,2818.74,1.0,3.0025810185185184,Regular Seller
1464afc72f696af775557a821c2e253f,17,1,1.0,1461.17,5.0,0.6734722222222222,Regular Seller
14a08204d03bb6b6bde8029f801ae0eb,6,1,4.0,5370.69,4.0,1.0141087962962962,Regular Seller
14d7985702e72162bbf13b6beb74ab2b,18,1,2.0,4698.34,5.0,1.6920833333333334,Regular Seller
14ee35374a7876217954b5fa08e50463,4,8,2.0,953.78,4.5,2.193321759259259,Regular Seller
14f2b3587172b9db894c9bad8dab520b,5,2,1.0,330.06,2.5,9.612204861111111,Regular Seller
152ee17e4c8aaf53dac99f3462e4999b,4,11,1.0,404.93,4.5,1.857037037037037,Regular Seller
1554a68530182680ad5c8b042c3ab563,23,1,11.0,38576.14,5.0,1.5206712962962965,Potensial Seller
157c3e4b42f81ac4a44e8b1ca2fe9876,11,1,2.0,5488.63,5.0,2.703003472222222,Regular Seller
1588ac4010787100dddef64568f0ae35,2,8,1.0,645.97,3.0,3.319155092592593,Regular Seller
15aac934c58d886785ac1b17953ea898,9,3,2.0,6662.14,5.0,1.392517361111111,Regular Seller
15b3b1b81484422eb41df68ac87f1f50,1,10,1.0,56.04,1.0,5.980277777777777,Regular Seller
15cd6eefe58588619aaed41dfa6621b1,11,4,2.0,2655.67,5.0,4.126655092592593,Regular Seller
15ead3a5037a918ddb520dfe39a3d2b9,4,5,2.0,478.26,5.0,2.409351851851852,Regular Seller
15fa791d5e017f66402dc28c44480657,5,3,2.0,1983.29,5.0,0.7571064814814815,Regular Seller
160851d3ece7aa1a510f8d1a4bb8a8af,2,1,1.0,141.15,5.0,0.3039583333333333,Regular Seller
16090f2ca825584b5a147ab24aa30c86,20,1,19.0,31423.94,5.0,0.9250578703703703,Potensial Seller
160e4f13fd3a64b1b86807be88b5ffb0,4,7,1.0,980.45,5.0,6.09560763888889,Regular Seller
164a5a8794e6d42e14f55e447b12a3bc,1,2,1.0,136.76,5.0,0.0269560185185185,Regular Seller
165b1235e9e9942cb5fae67103576fb0,4,1,2.0,5706.9800000000005,4.5,0.432974537037037,Regular Seller
165fc07beebdcb6190fba8a06db2a449,13,1,4.0,31264.99,4.0,2.0228587962962963,Regular Seller
1660ad786c27fd935378b6192a90b417,12,2,2.0,2246.58,5.0,1.0894039351851852,Regular Seller
